ROTA;LOCALIDADE;REGIÃO;VALOR_UNITÁRIO
1809941;Dominican Rep. - Mobile;LDIM;1,639000
1809942;Dominican Rep. - Mobile;LDIM;1,639000
1809943;Dominican Rep. - Mobile;LDIM;1,639000
1809944;Dominican Rep. - Mobile;LDIM;1,639000
1809967;Dominican Rep. - Mobile;LDIM;1,639000
1809968;Dominican Rep. - Mobile;LDIM;1,639000
1809969;Dominican Rep. - Mobile;LDIM;1,639000
1809972;Dominican Rep. - Mobile;LDIM;1,639000
1809988;Dominican Rep. - Mobile;LDIM;1,639000
1809989;Dominican Rep. - Mobile;LDIM;1,639000
1809990;Dominican Rep. - Mobile;LDIM;1,639000
1809991;Dominican Rep. - Mobile;LDIM;1,639000
1809992;Dominican Rep. - Mobile;LDIM;1,639000
1829250;Dominican Rep. - Mobile;LDIM;1,639000
1829252;Dominican Rep. - Mobile;LDIM;1,639000
1829255;Dominican Rep. - Mobile;LDIM;1,639000
1829257;Dominican Rep. - Mobile;LDIM;1,639000
1829271;Dominican Rep. - Mobile;LDIM;1,639000
1829272;Dominican Rep. - Mobile;LDIM;1,639000
1829277;Dominican Rep. - Mobile;LDIM;1,639000
1829280;Dominican Rep. - Mobile;LDIM;1,639000
1829301;Dominican Rep. - Mobile;LDIM;1,639000
1829303;Dominican Rep. - Mobile;LDIM;1,639000
1829304;Dominican Rep. - Mobile;LDIM;1,639000
1829305;Dominican Rep. - Mobile;LDIM;1,639000
1829333;Dominican Rep. - Mobile;LDIM;1,639000
1829334;Dominican Rep. - Mobile;LDIM;1,639000
1829335;Dominican Rep. - Mobile;LDIM;1,639000
1829336;Dominican Rep. - Mobile;LDIM;1,639000
1829383;Dominican Rep. - Mobile;LDIM;1,639000
1829386;Dominican Rep. - Mobile;LDIM;1,639000
1829387;Dominican Rep. - Mobile;LDIM;1,639000
1829388;Dominican Rep. - Mobile;LDIM;1,639000
1829404;Dominican Rep. - Mobile;LDIM;1,639000
1829405;Dominican Rep. - Mobile;LDIM;1,639000
1829406;Dominican Rep. - Mobile;LDIM;1,639000
1829407;Dominican Rep. - Mobile;LDIM;1,639000
1829426;Dominican Rep. - Mobile;LDIM;1,639000
1829427;Dominican Rep. - Mobile;LDIM;1,639000
1829428;Dominican Rep. - Mobile;LDIM;1,639000
1829429;Dominican Rep. - Mobile;LDIM;1,639000
1829430;Dominican Rep. - Mobile;LDIM;1,639000
1829451;Dominican Rep. - Mobile;LDIM;1,639000
1829452;Dominican Rep. - Mobile;LDIM;1,639000
1829453;Dominican Rep. - Mobile;LDIM;1,639000
1829454;Dominican Rep. - Mobile;LDIM;1,639000
1829605;Dominican Rep. - Mobile;LDIM;1,639000
1829610;Dominican Rep. - Mobile;LDIM;1,639000
1809812;Dominican Rep. - Mobile;LDIM;1,639000
1809818;Dominican Rep. - Mobile;LDIM;1,639000
1809820;Dominican Rep. - Mobile;LDIM;1,639000
1809836;Dominican Rep. - Mobile;LDIM;1,639000
1809838;Dominican Rep. - Mobile;LDIM;1,639000
1809854;Dominican Rep. - Mobile;LDIM;1,639000
1809857;Dominican Rep. - Mobile;LDIM;1,639000
1809874;Dominican Rep. - Mobile;LDIM;1,639000
1809876;Dominican Rep. - Mobile;LDIM;1,639000
1809883;Dominican Rep. - Mobile;LDIM;1,639000
1809885;Dominican Rep. - Mobile;LDIM;1,639000
1809899;Dominican Rep. - Mobile;LDIM;1,639000
1809902;Dominican Rep. - Mobile;LDIM;1,639000
1809907;Dominican Rep. - Mobile;LDIM;1,639000
1809910;Dominican Rep. - Mobile;LDIM;1,639000
1809918;Dominican Rep. - Mobile;LDIM;1,639000
1809923;Dominican Rep. - Mobile;LDIM;1,639000
1809938;Dominican Rep. - Mobile;LDIM;1,639000
1809940;Dominican Rep. - Mobile;LDIM;1,639000
1809945;Dominican Rep. - Mobile;LDIM;1,639000
1809949;Dominican Rep. - Mobile;LDIM;1,639000
1809963;Dominican Rep. - Mobile;LDIM;1,639000
1809965;Dominican Rep. - Mobile;LDIM;1,639000
1809974;Dominican Rep. - Mobile;LDIM;1,639000
1809977;Dominican Rep. - Mobile;LDIM;1,639000
1809982;Dominican Rep. - Mobile;LDIM;1,639000
1809984;Dominican Rep. - Mobile;LDIM;1,639000
1809993;Dominican Rep. - Mobile;LDIM;1,639000
1809995;Dominican Rep. - Mobile;LDIM;1,639000
1829214;Dominican Rep. - Mobile;LDIM;1,639000
1829248;Dominican Rep. - Mobile;LDIM;1,639000
1829258;Dominican Rep. - Mobile;LDIM;1,639000
1829260;Dominican Rep. - Mobile;LDIM;1,639000
1829267;Dominican Rep. - Mobile;LDIM;1,639000
1829269;Dominican Rep. - Mobile;LDIM;1,639000
1829283;Dominican Rep. - Mobile;LDIM;1,639000
1829285;Dominican Rep. - Mobile;LDIM;1,639000
1829290;Dominican Rep. - Mobile;LDIM;1,639000
1829297;Dominican Rep. - Mobile;LDIM;1,639000
1829299;Dominican Rep. - Mobile;LDIM;1,639000
1829306;Dominican Rep. - Mobile;LDIM;1,639000
1829308;Dominican Rep. - Mobile;LDIM;1,639000
1829330;Dominican Rep. - Mobile;LDIM;1,639000
1829332;Dominican Rep. - Mobile;LDIM;1,639000
1829337;Dominican Rep. - Mobile;LDIM;1,639000
1829339;Dominican Rep. - Mobile;LDIM;1,639000
1829371;Dominican Rep. - Mobile;LDIM;1,639000
1829377;Dominican Rep. - Mobile;LDIM;1,639000
1829379;Dominican Rep. - Mobile;LDIM;1,639000
1829390;Dominican Rep. - Mobile;LDIM;1,639000
1829393;Dominican Rep. - Mobile;LDIM;1,639000
1829401;Dominican Rep. - Mobile;LDIM;1,639000
1829403;Dominican Rep. - Mobile;LDIM;1,639000
1829408;Dominican Rep. - Mobile;LDIM;1,639000
1829410;Dominican Rep. - Mobile;LDIM;1,639000
1829422;Dominican Rep. - Mobile;LDIM;1,639000
1829425;Dominican Rep. - Mobile;LDIM;1,639000
1829440;Dominican Rep. - Mobile;LDIM;1,639000
1829442;Dominican Rep. - Mobile;LDIM;1,639000
1829447;Dominican Rep. - Mobile;LDIM;1,639000
1829449;Dominican Rep. - Mobile;LDIM;1,639000
1829456;Dominican Rep. - Mobile;LDIM;1,639000
1829470;Dominican Rep. - Mobile;LDIM;1,639000
1829602;Dominican Rep. - Mobile;LDIM;1,639000
1829604;Dominican Rep. - Mobile;LDIM;1,639000
1809786;Dominican Rep. - Mobile;LDIM;1,639000
1809789;Dominican Rep. - Mobile;LDIM;1,639000
1809803;Dominican Rep. - Mobile;LDIM;1,639000
1809805;Dominican Rep. - Mobile;LDIM;1,639000
1809819;Dominican Rep. - Mobile;LDIM;1,639000
1809821;Dominican Rep. - Mobile;LDIM;1,639000
1809835;Dominican Rep. - Mobile;LDIM;1,639000
1809837;Dominican Rep. - Mobile;LDIM;1,639000
1809853;Dominican Rep. - Mobile;LDIM;1,639000
1809856;Dominican Rep. - Mobile;LDIM;1,639000
1809875;Dominican Rep. - Mobile;LDIM;1,639000
1809877;Dominican Rep. - Mobile;LDIM;1,639000
1809882;Dominican Rep. - Mobile;LDIM;1,639000
1809884;Dominican Rep. - Mobile;LDIM;1,639000
1809886;Dominican Rep. - Mobile;LDIM;1,639000
1809891;Dominican Rep. - Mobile;LDIM;1,639000
1809901;Dominican Rep. - Mobile;LDIM;1,639000
1809909;Dominican Rep. - Mobile;LDIM;1,639000
1809912;Dominican Rep. - Mobile;LDIM;1,639000
1809917;Dominican Rep. - Mobile;LDIM;1,639000
1809919;Dominican Rep. - Mobile;LDIM;1,639000
1809924;Dominican Rep. - Mobile;LDIM;1,639000
1809935;Dominican Rep. - Mobile;LDIM;1,639000
1809939;Dominican Rep. - Mobile;LDIM;1,639000
1809946;Dominican Rep. - Mobile;LDIM;1,639000
1809952;Dominican Rep. - Mobile;LDIM;1,639000
1809964;Dominican Rep. - Mobile;LDIM;1,639000
1809966;Dominican Rep. - Mobile;LDIM;1,639000
1809973;Dominican Rep. - Mobile;LDIM;1,639000
1809975;Dominican Rep. - Mobile;LDIM;1,639000
1809983;Dominican Rep. - Mobile;LDIM;1,639000
1809986;Dominican Rep. - Mobile;LDIM;1,639000
1809994;Dominican Rep. - Mobile;LDIM;1,639000
1809996;Dominican Rep. - Mobile;LDIM;1,639000
1829212;Dominican Rep. - Mobile;LDIM;1,639000
1829215;Dominican Rep. - Mobile;LDIM;1,639000
1829259;Dominican Rep. - Mobile;LDIM;1,639000
1829261;Dominican Rep. - Mobile;LDIM;1,639000
1829268;Dominican Rep. - Mobile;LDIM;1,639000
1829270;Dominican Rep. - Mobile;LDIM;1,639000
1829282;Dominican Rep. - Mobile;LDIM;1,639000
1829284;Dominican Rep. - Mobile;LDIM;1,639000
1829296;Dominican Rep. - Mobile;LDIM;1,639000
1829298;Dominican Rep. - Mobile;LDIM;1,639000
1829307;Dominican Rep. - Mobile;LDIM;1,639000
1829309;Dominican Rep. - Mobile;LDIM;1,639000
1829329;Dominican Rep. - Mobile;LDIM;1,639000
1829331;Dominican Rep. - Mobile;LDIM;1,639000
1829338;Dominican Rep. - Mobile;LDIM;1,639000
1829370;Dominican Rep. - Mobile;LDIM;1,639000
1829378;Dominican Rep. - Mobile;LDIM;1,639000
1829380;Dominican Rep. - Mobile;LDIM;1,639000
1829389;Dominican Rep. - Mobile;LDIM;1,639000
1829392;Dominican Rep. - Mobile;LDIM;1,639000
1829399;Dominican Rep. - Mobile;LDIM;1,639000
1829402;Dominican Rep. - Mobile;LDIM;1,639000
1829409;Dominican Rep. - Mobile;LDIM;1,639000
1829412;Dominican Rep. - Mobile;LDIM;1,639000
1829417;Dominican Rep. - Mobile;LDIM;1,639000
1829424;Dominican Rep. - Mobile;LDIM;1,639000
1829432;Dominican Rep. - Mobile;LDIM;1,639000
1829441;Dominican Rep. - Mobile;LDIM;1,639000
1829448;Dominican Rep. - Mobile;LDIM;1,639000
1829450;Dominican Rep. - Mobile;LDIM;1,639000
1829455;Dominican Rep. - Mobile;LDIM;1,639000
1829465;Dominican Rep. - Mobile;LDIM;1,639000
1829601;Dominican Rep. - Mobile;LDIM;1,639000
1829603;Dominican Rep. - Mobile;LDIM;1,639000
670;East Timor;LDIF;6,000000
593;Ecuador;LDIF;0,735200
59359;Ecuador - Mobile;LDIM;1,200900
59379;Ecuador - Mobile;LDIM;1,200900
59339;Ecuador - Mobile;LDIM;1,200900
59369;Ecuador - Mobile;LDIM;1,200900
5938;Ecuador - Mobile;LDIM;1,200900
5939;Ecuador - Mobile;LDIM;1,200900
5932;Ecuador - Quito;LDIF;0,735200
20;Egypt;LDIF;0,880800
202;Egypt - Cairo;LDIF;0,880800
2010;Egypt - Mobile;LDIM;0,880800
2012;Egypt - Mobile;LDIM;0,880800
2018;Egypt - Mobile;LDIM;0,880800
2011;Egypt - Mobile;LDIM;0,880800
2014;Egypt - Mobile;LDIM;0,880800
2017;Egypt - Mobile;LDIM;0,880800
2019;Egypt - Mobile;LDIM;0,880800
20150;Egypt - Mobile;LDIM;0,880800
20151;Egypt - Mobile;LDIM;0,880800
20152;Egypt - Mobile;LDIM;0,880800
2016;Egypt - Mobile;LDIM;0,880800
503;El Salvador;LDIF;0,640000
5036;El Salvador - Mobile;LDIM;0,640000
5037;El Salvador - Mobile;LDIM;0,640000
240;Equatorial Guinea;LDIF;1,403500
2405;Equatorial Guinea - Mobile;LDIM;1,746500
2407;Equatorial Guinea - Mobile;LDIM;1,746500
24035;Equatorial Guinea - Mobile;LDIM;1,746500
2406;Equatorial Guinea - Mobile;LDIM;1,746500
2402;Equatorial Guinea - Mobile;LDIM;1,746500
291;Eritrea;LDIF;6,000000
372;Estonia;LDIF;0,100000
3725;Estonia - Mobile;LDIM;1,459900
37270;Estonia - Mobile;LDIM;1,459900
37281;Estonia - Mobile;LDIM;1,459900
37283;Estonia - Mobile;LDIM;1,459900
37285;Estonia - Mobile;LDIM;1,459900
37282;Estonia - Mobile;LDIM;1,459900
37284;Estonia - Mobile;LDIM;1,459900
251;Ethiopia;LDIF;1,403500
2514789;Ethiopia - Mobile;LDIM;1,746500
2515789;Ethiopia - Mobile;LDIM;1,746500
2515889;Ethiopia - Mobile;LDIM;1,746500
2519;Ethiopia - Mobile;LDIM;1,746500
2512689;Ethiopia - Mobile;LDIM;1,746500
2513489;Ethiopia - Mobile;LDIM;1,746500
2513389;Ethiopia - Mobile;LDIM;1,746500
2514689;Ethiopia - Mobile;LDIM;1,746500
2511189;Ethiopia - Mobile;LDIM;1,746500
2512289;Ethiopia - Mobile;LDIM;1,746500
2512589;Ethiopia - Mobile;LDIM;1,746500
500;Falkland Islands (Malvinas);LDIF;6,000000
298;Faroe Islands;LDIF;6,000000
29823;Faroe Islands - Mobile;LDIM;4,710000
29824;Faroe Islands - Mobile;LDIM;4,710000
29825;Faroe Islands - Mobile;LDIM;4,710000
29828;Faroe Islands - Mobile;LDIM;4,710000
29821;Faroe Islands - Mobile;LDIM;4,710000
29822;Faroe Islands - Mobile;LDIM;4,710000
679;Fiji;LDIF;1,267900
6797;Fiji - Mobile;LDIM;1,677800
67971;Fiji - Mobile;LDIM;1,677800
67980;Fiji - Mobile;LDIM;1,677800
67984;Fiji - Mobile;LDIM;1,677800
67970;Fiji - Mobile;LDIM;1,677800
67972;Fiji - Mobile;LDIM;1,677800
67977;Fiji - Mobile;LDIM;1,677800
67983;Fiji - Mobile;LDIM;1,677800
67973;Fiji - Mobile;LDIM;1,677800
67974;Fiji - Mobile;LDIM;1,677800
67975;Fiji - Mobile;LDIM;1,677800
67976;Fiji - Mobile;LDIM;1,677800
67986;Fiji - Mobile;LDIM;1,677800
67987;Fiji - Mobile;LDIM;1,677800
6799;Fiji - Mobile;LDIM;1,677800
358;Finland;LDIF;0,120000
3589;Finland - Helsinki;LDIF;0,120000
35819;Finland - Helsinki;LDIF;0,120000
35820;Finland - Mobile;LDIM;0,940000
35871;Finland - Mobile;LDIM;0,940000
35875;Finland - Mobile;LDIM;0,940000
35829;Finland - Mobile;LDIM;0,940000
35830;Finland - Mobile;LDIM;0,940000
3584;Finland - Mobile;LDIM;0,940000
35850;Finland - Mobile;LDIM;0,940000
35860;Finland - Mobile;LDIM;0,940000
35810;Finland - Mobile;LDIM;0,940000
358700;Finland - Mobile;LDIM;0,940000
35873;Finland - Mobile;LDIM;0,940000
35876;Finland - Mobile;LDIM;0,940000
358800;Finland - Mobile;LDIM;0,940000
33;France;LDIF;0,060000
336;France - Mobile;LDIM;1,065800
337;France - Mobile;LDIM;1,065800
338;France - Mobile;LDIM;1,065800
331;France - Paris;LDIF;0,060000
594;French Guiana;LDIF;6,000000
594694;French Guiana - Mobile;LDIM;4,710000
689;French Polynesia (Tahiti);LDIF;1,267900
68932;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68934;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68989;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
6892;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68930;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68931;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68933;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68987;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68936;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68937;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68939;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
68941;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
6897;French Polynesia (Tahiti) - Mobile;LDIM;1,677800
241;Gabon;LDIF;1,403500
24103;Gabon - Mobile;LDIM;1,746500
24104;Gabon - Mobile;LDIM;1,746500
24105;Gabon - Mobile;LDIM;1,746500
24106;Gabon - Mobile;LDIM;1,746500
24102;Gabon - Mobile;LDIM;1,746500
24107;Gabon - Mobile;LDIM;1,746500
2413;Gabon - Mobile;LDIM;1,746500
2412;Gabon - Mobile;LDIM;1,746500
2414;Gabon - Mobile;LDIM;1,746500
2415;Gabon - Mobile;LDIM;1,746500
2416;Gabon - Mobile;LDIM;1,746500
2417;Gabon - Mobile;LDIM;1,746500
220;Gambia;LDIF;1,746500
2209;Gambia - Mobile;LDIM;1,746500
2202;Gambia - Mobile;LDIM;1,746500
2206;Gambia - Mobile;LDIM;1,746500
2208;Gambia - Mobile;LDIM;1,746500
2203;Gambia - Mobile;LDIM;1,746500
2207;Gambia - Mobile;LDIM;1,746500
995;Georgia;LDIF;0,690600
995447;Georgia - Mobile;LDIM;1,517400
99568;Georgia - Mobile;LDIM;1,517400
99514;Georgia - Mobile;LDIM;1,517400
995441;Georgia - Mobile;LDIM;1,517400
9955;Georgia - Mobile;LDIM;1,517400
9957;Georgia - Mobile;LDIM;1,517400
9959;Georgia - Mobile;LDIM;1,517400
49;Germany;LDIF;0,132100
4930;Germany - Berlin;LDIF;0,132100
4916;Germany - Mobile;LDIM;1,169800
49700;Germany - Mobile;LDIM;1,169800
4917;Germany - Mobile;LDIM;1,169800
49701;Germany - Mobile;LDIM;1,169800
4915;Germany - Mobile;LDIM;1,169800
233;Ghana;LDIF;1,403500
23354;Ghana - Mobile;LDIM;1,746500
233553;Ghana - Mobile;LDIM;1,746500
233554;Ghana - Mobile;LDIM;1,746500
233555;Ghana - Mobile;LDIM;1,746500
23326;Ghana - Mobile;LDIM;1,746500
23328;Ghana - Mobile;LDIM;1,746500
23350;Ghana - Mobile;LDIM;1,746500
233556;Ghana - Mobile;LDIM;1,746500
233561;Ghana - Mobile;LDIM;1,746500
23327;Ghana - Mobile;LDIM;1,746500
23329;Ghana - Mobile;LDIM;1,746500
233560;Ghana - Mobile;LDIM;1,746500
23357;Ghana - Mobile;LDIM;1,746500
23320;Ghana - Mobile;LDIM;1,746500
23323;Ghana - Mobile;LDIM;1,746500
23324;Ghana - Mobile;LDIM;1,746500
350;Gibraltar;LDIF;0,140000
3505;Gibraltar - Mobile;LDIM;1,454600
3506;Gibraltar - Mobile;LDIM;1,454600
30;Greece;LDIF;0,132100
3021;Greece - Athens;LDIF;0,132100
30692;Greece - Mobile;LDIM;1,763500
30699;Greece - Mobile;LDIM;1,763500
30690;Greece - Mobile;LDIM;1,763500
30693;Greece - Mobile;LDIM;1,763500
30698;Greece - Mobile;LDIM;1,763500
30694;Greece - Mobile;LDIM;1,763500
30695;Greece - Mobile;LDIM;1,763500
30696;Greece - Mobile;LDIM;1,763500
30697;Greece - Mobile;LDIM;1,763500
299;Greenland;LDIF;6,000000
2995;Greenland - Mobile;LDIM;4,710000
2992;Greenland - Mobile;LDIM;4,710000
2994;Greenland - Mobile;LDIM;4,710000
1473;Grenada;LDIF;1,215000
590;Guadeloupe;LDIF;0,687700
1671;Guam;LDIF;0,086000
502;Guatemala;LDIF;0,815100
5023;Guatemala - Mobile;LDIM;0,688800
5025;Guatemala - Mobile;LDIM;0,688800
5024;Guatemala - Mobile;LDIM;0,688800
5026;Guatemala - Mobile;LDIM;0,688800
224;Guinea;LDIF;1,403500
22464;Guinea - Mobile;LDIM;1,746500
22465;Guinea - Mobile;LDIM;1,746500
22466;Guinea - Mobile;LDIM;1,746500
22467;Guinea - Mobile;LDIM;1,746500
22468;Guinea - Mobile;LDIM;1,746500
22460;Guinea - Mobile;LDIM;1,746500
22462;Guinea - Mobile;LDIM;1,746500
22469;Guinea - Mobile;LDIM;1,746500
22472;Guinea - Mobile;LDIM;1,746500
22461;Guinea - Mobile;LDIM;1,746500
22463;Guinea - Mobile;LDIM;1,746500
22470;Guinea - Mobile;LDIM;1,746500
22478;Guinea - Mobile;LDIM;1,746500
22424;Guinea - Mobile;LDIM;1,746500
22455;Guinea - Mobile;LDIM;1,746500
22479;Guinea - Mobile;LDIM;1,746500
245;Guinea-Bissau;LDIF;6,000000
2457;Guinea-Bissau - Mobile;LDIM;4,710000
2459;Guinea-Bissau - Mobile;LDIM;4,710000
2455;Guinea-Bissau - Mobile;LDIM;4,710000
2456;Guinea-Bissau - Mobile;LDIM;4,710000
592;Guyana;LDIF;6,000000
59280;Guyana - Mobile;LDIM;4,710000
5926;Guyana - Mobile;LDIM;4,710000
509;Haiti;LDIF;0,880000
5097;Haiti - Mobile;LDIM;1,272000
5098;Haiti - Mobile;LDIM;1,272000
5099;Haiti - Mobile;LDIM;1,272000
5093;Haiti - Mobile;LDIM;1,272000
5095;Haiti - Mobile;LDIM;1,272000
509281;Haiti - Mobile;LDIM;1,272000
50929;Haiti - Mobile;LDIM;1,272000
5094;Haiti - Mobile;LDIM;1,272000
5096;Haiti - Mobile;LDIM;1,272000
1808;Hawaii (USA);LDIF;0,104500
504;Honduras;LDIF;1,228500
5043;Honduras - Mobile;LDIM;1,236100
5048;Honduras - Mobile;LDIM;1,236100
5047;Honduras - Mobile;LDIM;1,236100
5049;Honduras - Mobile;LDIM;1,236100
852;Hong Kong;LDIF;0,099800
85255;Hong Kong - Mobile;LDIM;0,099800
85256;Hong Kong - Mobile;LDIM;0,099800
85259;Hong Kong - Mobile;LDIM;0,099800
8526;Hong Kong - Mobile;LDIM;0,099800
85251;Hong Kong - Mobile;LDIM;0,099800
85253;Hong Kong - Mobile;LDIM;0,099800
85252;Hong Kong - Mobile;LDIM;0,099800
85254;Hong Kong - Mobile;LDIM;0,099800
8529;Hong Kong - Mobile;LDIM;0,099800
85217;Hong Kong - Mobile;LDIM;0,099800
85248;Hong Kong - Mobile;LDIM;0,099800
85249;Hong Kong - Mobile;LDIM;0,099800
36;Hungary;LDIF;0,114500
3630;Hungary - Mobile;LDIM;1,462200
3620;Hungary - Mobile;LDIM;1,462200
3650;Hungary - Mobile;LDIM;1,462200
3660;Hungary - Mobile;LDIM;1,462200
3670;Hungary - Mobile;LDIM;1,462200
354;Iceland;LDIF;0,099900
3543;Iceland - Mobile;LDIM;1,326600
3546;Iceland - Mobile;LDIM;1,326600
3548;Iceland - Mobile;LDIM;1,326600
3547;Iceland - Mobile;LDIM;1,326600
354954;Iceland - Mobile;LDIM;1,326600
354958;Iceland - Mobile;LDIM;1,326600
91;India;LDIF;0,583100
9122;India - Bombay (Mumbai);LDIF;0,583100
9133;India - Calcutta;LDIF;0,583100
91828;India - Mobile;LDIM;0,559600
9183;India - Mobile;LDIM;0,559600
91880;India - Mobile;LDIM;0,559600
91887;India - Mobile;LDIM;0,559600
9177;India - Mobile;LDIM;0,559600
91800;India - Mobile;LDIM;0,559600
91812;India - Mobile;LDIM;0,559600
91825;India - Mobile;LDIM;0,559600
9194;India - Mobile;LDIM;0,559600
9178;India - Mobile;LDIM;0,559600
91801;India - Mobile;LDIM;0,559600
91810;India - Mobile;LDIM;0,559600
91814;India - Mobile;LDIM;0,559600
91827;India - Mobile;LDIM;0,559600
919;India - Mobile;LDIM;0,559600
9782;India - Mobile;LDIM;0,559600
91805;India - Mobile;LDIM;0,559600
91807;India - Mobile;LDIM;0,559600
91808;India - Mobile;LDIM;0,559600
91809;India - Mobile;LDIM;0,559600
9111;India - New Delhi;LDIF;0,583100
62;Indonesia;LDIF;0,413400
6221;Indonesia - Jakarta;LDIF;0,413400
6208;Indonesia - Mobile;LDIM;0,670600
628;Indonesia - Mobile;LDIM;0,670600
62817;Indonesia - Mobile - Excelcom;LDIM;0,670600
62819;Indonesia - Mobile - Excelcom;LDIM;0,670600
62818;Indonesia - Mobile - Excelcom;LDIM;0,670600
62859;Indonesia - Mobile - Excelcom;LDIM;0,670600
62877;Indonesia - Mobile - Excelcom;LDIM;0,670600
62878;Indonesia - Mobile - Excelcom;LDIM;0,670600
62879;Indonesia - Mobile - Excelcom;LDIM;0,670600
62814;Indonesia - Mobile - Indosat;LDIM;0,670600
62815;Indonesia - Mobile - Indosat;LDIM;0,670600
62855;Indonesia - Mobile - Indosat;LDIM;0,670600
62857;Indonesia - Mobile - Indosat;LDIM;0,670600
62816;Indonesia - Mobile - Indosat;LDIM;0,670600
62856;Indonesia - Mobile - Indosat;LDIM;0,670600
62858;Indonesia - Mobile - Indosat;LDIM;0,670600
62811;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62812;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62813;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62821;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62823;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62822;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62851;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62852;Indonesia - Mobile - Telkomsel;LDIM;0,670600
62853;Indonesia - Mobile - Telkomsel;LDIM;0,670600
98;Iran;LDIF;0,953700
989;Iran - Mobile;LDIM;0,953700
9821;Iran - Teheran;LDIF;0,953700
964;Iraq;LDIF;0,450000
9641;Iraq - Baghdad;LDIF;0,450000
964821;Iraq - Mobile;LDIM;0,815700
964822;Iraq - Mobile;LDIM;0,815700
9647;Iraq - Mobile;LDIM;0,815700
353;Ireland;LDIF;0,064000
353700;Ireland - Mobile;LDIM;1,230000
35376;Ireland - Mobile;LDIM;1,230000
3538;Ireland - Mobile;LDIM;1,230000
972;Israel;LDIF;0,085700
9721515;Israel - Mobile;LDIM;1,444000
97205;Israel - Mobile;LDIM;1,444000
9721535;Israel - Mobile;LDIM;1,444000
9725;Israel - Mobile;LDIM;1,444000
9726;Israel - Mobile;LDIM;1,444000
39;Italy;LDIF;0,086900
393;Italy - Mobile;LDIM;1,610000
1876;Jamaica;LDIF;0,464500
1876275;Jamaica - Mobile;LDIM;1,230900
1876276;Jamaica - Mobile;LDIM;1,230900
1876277;Jamaica - Mobile;LDIM;1,230900
1876278;Jamaica - Mobile;LDIM;1,230900
1876279;Jamaica - Mobile;LDIM;1,230900
187652;Jamaica - Mobile;LDIM;1,230900
1876520;Jamaica - Mobile;LDIM;1,230900
1876521;Jamaica - Mobile;LDIM;1,230900
1876522;Jamaica - Mobile;LDIM;1,230900
1876556;Jamaica - Mobile;LDIM;1,230900
1876557;Jamaica - Mobile;LDIM;1,230900
1876558;Jamaica - Mobile;LDIM;1,230900
1876559;Jamaica - Mobile;LDIM;1,230900
1876618;Jamaica - Mobile;LDIM;1,230900
1876619;Jamaica - Mobile;LDIM;1,230900
1876621;Jamaica - Mobile;LDIM;1,230900
1876648;Jamaica - Mobile;LDIM;1,230900
1876782;Jamaica - Mobile;LDIM;1,230900
1876783;Jamaica - Mobile;LDIM;1,230900
1876784;Jamaica - Mobile;LDIM;1,230900
1876785;Jamaica - Mobile;LDIM;1,230900
1876805;Jamaica - Mobile;LDIM;1,230900
1876806;Jamaica - Mobile;LDIM;1,230900
1876807;Jamaica - Mobile;LDIM;1,230900
1876808;Jamaica - Mobile;LDIM;1,230900
1876995;Jamaica - Mobile;LDIM;1,230900
1876997;Jamaica - Mobile;LDIM;1,230900
1876999;Jamaica - Mobile;LDIM;1,230900
187688;Jamaica - Mobile;LDIM;1,230900
187624;Jamaica - Mobile;LDIM;1,230900
1876258;Jamaica - Mobile;LDIM;1,230900
187626;Jamaica - Mobile;LDIM;1,230900
187628;Jamaica - Mobile;LDIM;1,230900
18763;Jamaica - Mobile;LDIM;1,230900
1876507;Jamaica - Mobile;LDIM;1,230900
1876509;Jamaica - Mobile;LDIM;1,230900
1876524;Jamaica - Mobile;LDIM;1,230900
1876527;Jamaica - Mobile;LDIM;1,230900
1876551;Jamaica - Mobile;LDIM;1,230900
1876553;Jamaica - Mobile;LDIM;1,230900
1876560;Jamaica - Mobile;LDIM;1,230900
1876562;Jamaica - Mobile;LDIM;1,230900
1876568;Jamaica - Mobile;LDIM;1,230900
187657;Jamaica - Mobile;LDIM;1,230900
187659;Jamaica - Mobile;LDIM;1,230900
1876649;Jamaica - Mobile;LDIM;1,230900
1876656;Jamaica - Mobile;LDIM;1,230900
187677;Jamaica - Mobile;LDIM;1,230900
1876781;Jamaica - Mobile;LDIM;1,230900
